LPERMNO,fyear,prcc_f,ajex,adjust_prccf,prcc_pcchg
92448,2016,0.6,0.1,0.06,-0.473684211
92448,2017,7.98,1,7.98,132
92448,2018,7.9,1,7.9,-0.010025063
92448,2019,8.32,1,8.32,0.053164557
92448,2020,9.05,1,9.05,0.087740385
92424,2007,6.88,1,6.88,
92424,2008,6.57,1,6.57,-0.04505814
92424,2009,10,1,10,0.522070015
92451,2007,11.82,1,11.82,
92451,2008,5.74,1,5.74,-0.514382403
92451,2009,16.58,1,16.58,1.888501742
92451,2010,28.96,1,28.96,0.74668275
92451,2011,39.87,1,39.87,0.376726519
12906,2011,3.11,1,3.11,
12906,2012,2.8,1,2.8,-0.099678457
12906,2013,9.36,1,9.36,2.342857143
12906,2014,13.46,1,13.46,0.438034188
12906,2015,10.74,1,10.74,-0.202080238
12906,2016,8.91,1,8.91,-0.170391061
12906,2017,8.53,1,8.53,-0.042648709
12906,2018,4.7,1,4.7,-0.449003517
20241,2020,,1,,
92426,2007,19.15,0.0667,1.277305,
92426,2008,7.14,0.0667,0.476238,-0.627154047
92426,2009,14.79,0.0667,0.986493,1.071428571
92426,2010,19.45,0.0667,1.297315,0.315077755
92426,2011,14.74,0.0667,0.983158,-0.242159383
92426,2012,12.28,0.0667,0.819076,-0.166892809
92426,2013,19.12,0.0667,1.275304,0.557003257
92426,2014,10.17,0.0667,0.678339,-0.468096234
92426,2015,3.02,0.0667,0.201434,-0.703048181
92426,2016,1.41,0.0667,0.094047,-0.533112583
92426,2017,2.36,0.0667,0.157412,0.673758865
92426,2018,0.8494,0.0667,0.05665498,-0.640084746
92426,2019,18.62,1,18.62,327.6560158
92426,2020,11.2,1,11.2,-0.398496241
93106,2009,4.6699,1,4.6699,
91091,2007,3.25,1,3.25,-0.317226891
91091,2008,2.1,1,2.1,-0.353846154
91091,2009,1.6444,1,1.6444,-0.216952381
92998,2009,4,1,4,
92998,2010,2.61,1,2.61,-0.3475
92998,2011,0.3827,1,0.3827,-0.853371648
92502,2007,9.1,1,9.1,
92502,2008,9.15,1,9.15,0.005494505
92475,2007,8.87,0.0417,0.369879,
92475,2008,8.9,0.0417,0.37113,0.003382187
92475,2010,7.83,0.0417,0.326511,
92475,2011,2.89,0.0417,0.120513,-0.630906769
92475,2012,2.15,0.0417,0.089655,-0.256055363
92475,2013,2.44,0.0417,0.101748,0.134883721
92475,2014,0.81,0.0417,0.033777,-0.668032787
92475,2015,0.98,0.0417,0.040866,0.209876543
92475,2016,2.28,0.3333,0.759924,17.59550727
92475,2017,2.39,0.3333,0.796587,0.048245614
92475,2018,1.53,0.3333,0.509949,-0.359832636
92475,2019,0.6798,0.3333,0.22657734,-0.555686275
92475,2020,2.48,1,2.48,9.945489959
16458,2016,6,1,6,
16458,2017,3.8,1,3.8,-0.366666667
16458,2018,0.7619,1,0.7619,-0.7995
16458,2019,2.53,1,2.53,2.320645754
16458,2020,2.57,1,2.57,0.015810277
91069,2014,2.41,1,2.41,
91069,2015,1.31,1,1.31,-0.456431535
91069,2016,1.55,1,1.55,0.183206107
91069,2017,1.05,1,1.05,-0.322580645
92481,2007,9.05,1,9.05,
92481,2008,9.06,1,9.06,0.001104972
92481,2009,7.61,1,7.61,-0.16004415
92266,2007,8.8,0.0001,0.00088,
92266,2008,1.45,0.0001,0.000145,-0.835227273
92266,2009,1.57,0.0001,0.000157,0.082758621
92266,2010,1.21,0.0001,0.000121,-0.229299363
92266,2011,1.01,0.0001,0.000101,-0.165289256
92460,2007,7.28,1,7.28,
92460,2008,0.5,1,0.5,-0.931318681
92460,2009,3.07,1,3.07,5.14
92460,2010,12.08,1,12.08,2.93485342
92460,2011,5.11,1,5.11,-0.576986755
92460,2012,5.29,1,5.29,0.035225049
92460,2013,4.7,1,4.7,-0.111531191
92460,2014,2.53,1,2.53,-0.461702128
92484,2007,8.8,1,8.8,
92484,2008,1.5,1,1.5,-0.829545455
92484,2009,1.35,1,1.35,-0.1
89874,2007,14.13,1,14.13,-0.245595302
12574,2011,4.72,0.25,1.18,
12574,2012,2.31,0.25,0.5775,-0.51059322
12574,2013,1.04,0.25,0.26,-0.54978355
12574,2014,0.461,0.25,0.11525,-0.556730769
12574,2015,0.365,1,0.365,2.1670282
92471,2007,16.48,1,16.48,
92471,2008,10.15,1,10.15,-0.384101942
92471,2009,11.02,1,11.02,0.085714286
92471,2010,24.23,1,24.23,1.198729583
92471,2011,24.74,1,24.74,0.021048287
92471,2012,28.91,1,28.91,0.168552951
92471,2013,16.3,1,16.3,-0.436181252
92471,2014,14.13,1,14.13,-0.133128834
92471,2015,8.49,1,8.49,-0.399150743
92471,2016,13.81,1,13.81,0.626619552
92471,2017,21.49,1,21.49,0.556118755
92471,2018,18.74,1,18.74,-0.127966496
92471,2019,12.21,1,12.21,-0.348452508
92471,2020,21.3,1,21.3,0.744471744
92515,2007,9.1,0.2,1.82,
92515,2008,4.22,0.2,0.844,-0.536263736
92515,2009,3.11,0.2,0.622,-0.263033175
92515,2010,1.34,0.2,0.268,-0.569131833
92515,2011,0.421,0.2,0.0842,-0.685820896
92515,2012,1.6468,1,1.6468,18.55819477
92472,2007,8.5,0.05,0.425,
92472,2008,5.46,0.05,0.273,-0.357647059
92472,2009,10.92,0.05,0.546,1
92472,2010,4.64,0.05,0.232,-0.575091575
92472,2011,1.24,0.05,0.062,-0.732758621
92472,2012,3.05,1,3.05,48.19354839
92472,2013,23.8,1,23.8,6.803278689
92472,2014,9.73,1,9.73,-0.591176471
92472,2015,9.7,1,9.7,-0.003083248
92493,2008,21.51,1,21.51,
92493,2009,21.55,1,21.55,0.0018596
92493,2010,22.18,1,22.18,0.029234339
92493,2011,33.14,1,33.14,0.494138864
92493,2012,23.3,1,23.3,-0.296922148
92493,2013,26.27,1,26.27,0.127467811
92493,2014,24.07,1,24.07,-0.083745718
92493,2015,12.65,1,12.65,-0.474449522
92493,2016,12.49,1,12.49,-0.012648221
92493,2017,17.92,1,17.92,0.434747798
92493,2018,16.37,1,16.37,-0.086495536
92493,2019,30.41,1,30.41,0.857666463
92493,2020,27.24,1,27.24,-0.104242026
92493,2021,32.13,1,32.13,0.179515419
93239,2010,3.88,0.1,0.388,
93239,2011,0.282,0.1,0.0282,-0.927319588
93239,2012,0.4839,0.1,0.04839,0.715957447
93239,2013,0.307,0.1,0.0307,-0.365571399
93239,2014,0.2274,0.1,0.02274,-0.259283388
12994,2011,38.07,1,38.07,
12994,2012,57.17,1,57.17,0.501707381
12994,2013,40.74,1,40.74,-0.28738849
12994,2014,49.19,1,49.19,0.207412862
12994,2015,45.75,1,45.75,-0.069932913
12994,2016,59.76,1,59.76,0.306229508
12994,2017,79.95,1,79.95,0.337851406
12994,2018,70.17,1,70.17,-0.122326454
12994,2019,103.3,1,103.3,0.472139091
12994,2020,125.33,1,125.33,0.213262343
92434,2007,10.61,1,10.61,
92434,2008,10.25,1,10.25,-0.033930254
92434,2009,10.61,1,10.61,0.035121951
92434,2010,12.13,1,12.13,0.143261074
92434,2011,12.87,1,12.87,0.061005771
92434,2012,12.85,1,12.85,-0.001554002
92434,2013,12.8,1,12.8,-0.003891051
92434,2014,13.95,1,13.95,0.08984375
92434,2015,16.4,1,16.4,0.17562724
92434,2016,18,1,18,0.097560976
92434,2017,23.5,1,23.5,0.305555556
92434,2018,24.5,1,24.5,0.042553191
92434,2019,28.7,1,28.7,0.171428571
92548,2008,9.45,1,9.45,
92548,2009,9.94,1,9.94,0.051851852
92458,2007,8.5,1,8.5,
92458,2008,4.9,1,4.9,-0.423529412
92458,2009,7.35,1,7.35,0.5
92458,2010,7.75,1,7.75,0.054421769
92458,2011,5.78,1,5.78,-0.254193548
92458,2012,5.81,1,5.81,0.005190311
92458,2013,6.82,1,6.82,0.17383821
92463,2007,7.54,1,7.54,
92463,2008,2.51,1,2.51,-0.667108753
92464,2007,23.94,1,23.94,
92464,2008,14.6,1,14.6,-0.390142022
92464,2009,21.21,1,21.21,0.452739726
92464,2010,20.19,1,20.19,-0.048090523
92464,2011,9.25,1,9.25,-0.541852402
92464,2012,16.77,1,16.77,0.812972973
92464,2013,19.83,1,19.83,0.182468694
92464,2014,19.76,1,19.76,-0.003530005
92510,2007,9,1,9,
92510,2008,4.75,1,4.75,-0.472222222
92510,2009,19.21,1,19.21,3.044210526
92510,2010,34.54,1,34.54,0.798021864
92510,2011,9.07,1,9.07,-0.737405906
92517,2007,14.23,1,14.23,
92517,2008,2.44,1,2.44,-0.828531272
92517,2009,4.47,1,4.47,0.831967213
92517,2010,2.63,1,2.63,-0.41163311
92517,2011,1.75,1,1.75,-0.33460076
92517,2012,3.58,1,3.58,1.045714286
92517,2013,5.35,1,5.35,0.494413408
92517,2014,2.36,1,2.36,-0.558878505
92517,2015,3.69,1,3.69,0.563559322
92517,2016,4.96,1,4.96,0.344173442
92517,2017,6.81,1,6.81,0.372983871
92517,2018,3.8,1,3.8,-0.441997063
92517,2019,3.78,1,3.78,-0.005263158
92517,2020,2.2,1,2.2,-0.417989418
15709,2015,14.98,1,14.98,
15709,2016,19,1,19,0.26835781
15709,2017,17.6,1,17.6,-0.073684211
15709,2018,16.37,1,16.37,-0.069886364
15709,2019,18.35,1,18.35,0.120952963
15709,2020,15.92,1,15.92,-0.132425068
15709,2021,28.77,1,28.77,0.807160804
92466,2007,9.54,1,9.54,
92466,2008,4.41,1,4.41,-0.537735849
92466,2009,4.9,1,4.9,0.111111111
92466,2010,4.035,1,4.035,-0.176530612
92466,2011,2.38,1,2.38,-0.41016109
92466,2012,2.48,1,2.48,0.042016807
92466,2013,7.25,1,7.25,1.923387097
92466,2014,3.14,1,3.14,-0.566896552
92466,2015,1.39,1,1.39,-0.557324841
92466,2016,1.98,1,1.98,0.424460432
92466,2017,0.85,1,0.85,-0.570707071
92466,2018,0.8855,1,0.8855,0.041764706
92466,2019,3.7,1,3.7,3.178430265
92466,2020,6.96,1,6.96,0.881081081
92509,2007,54.0264,1,54.0264,
92509,2008,29.8899,1,29.8899,-0.446753809
92509,2009,40.46,1,40.46,0.353634505
92509,2010,43.1,1,43.1,0.065249629
92509,2011,43.48,1,43.48,0.008816705
92509,2012,39.67,1,39.67,-0.087626495
92509,2013,42.88,1,42.88,0.08091757
92509,2014,26.82,1,26.82,-0.374533582
92509,2015,17.02,1,17.02,-0.365398956
92509,2016,20.4,1,20.4,0.198589894
92509,2017,20.92,1,20.92,0.025490196
92509,2018,17.96,1,17.96,-0.141491396
92509,2019,22.99,1,22.99,0.280066815
92509,2020,17.19,1,17.19,-0.252283602
92509,2021,27.93,1,27.93,0.62478185
13978,2013,2.02,1,2.02,
13978,2014,1.62,1,1.62,-0.198019802
13978,2015,1.02,1,1.02,-0.37037037
13978,2016,2.37,1,2.37,1.323529412
13978,2017,3.1,1,3.1,0.308016878
13978,2018,2.92,1,2.92,-0.058064516
13978,2019,4.01,1,4.01,0.373287671
13978,2020,5.6,1,5.6,0.396508728
92494,2007,9.5,1,9.5,
92494,2008,8.29,1,8.29,-0.127368421
92494,2009,9.67,1,9.67,0.166465621
92610,2008,7.25,1,7.25,
92480,2007,9.25,1,9.25,
92480,2008,9.52,1,9.52,0.029189189
92478,2007,23.59,1,23.59,
92478,2008,9.52,1,9.52,-0.596439169
92478,2009,21.98,1,21.98,1.308823529
92478,2010,19.3,1,19.3,-0.121929026
92478,2011,15.13,1,15.13,-0.216062176
92478,2012,17.33,1,17.33,0.145406477
92478,2013,21.27,1,21.27,0.227351414
92478,2014,15.4,1,15.4,-0.275975552
92478,2015,10.94,1,10.94,-0.28961039
92478,2016,13.3,1,13.3,0.215722121
16965,2017,22,1,22,
16965,2018,21.2,1,21.2,-0.036363636
16965,2019,18.28,1,18.28,-0.137735849
16965,2020,17.7,1,17.7,-0.031728665
16965,2021,18.63,1,18.63,0.052542373
92483,2007,16,1,16,
92485,2007,9.35,0.2,1.87,
92485,2008,1.84,0.2,0.368,-0.803208556
92485,2009,1.32,0.2,0.264,-0.282608696
92485,2010,5.55,1,5.55,20.02272727
92485,2011,1.17,1,1.17,-0.789189189
92465,2007,10.13,1,10.13,
92465,2008,1.65,1,1.65,-0.837117473
92465,2009,3.28,1,3.28,0.987878788
92465,2010,3.4,1,3.4,0.036585366
92465,2011,2.65,1,2.65,-0.220588235
92465,2012,3.34,1,3.34,0.260377358
92497,2007,39.18,1,39.18,
92497,2008,8.44,1,8.44,-0.784583971
92497,2009,15.98,1,15.98,0.893364929
92497,2010,25,1,25,0.564455569
92497,2011,40.55,1,40.55,0.622
92497,2012,67.3,1,67.3,0.659679408
92497,2013,103.02,1,103.02,0.530757801
92497,2014,109.17,1,109.17,0.059697146
92497,2015,84.62,1,84.62,-0.22487863
92541,2008,9.1,1,9.1,
92518,2007,22,0.125,2.75,
92518,2008,12.7,0.125,1.5875,-0.422727273
92518,2009,8.53,0.125,1.06625,-0.328346457
92518,2010,12.34,0.125,1.5425,0.446658851
92518,2011,3.52,0.125,0.44,-0.714748784
92518,2012,2.9,0.125,0.3625,-0.176136364
92518,2013,3.93,0.125,0.49125,0.355172414
92518,2014,5.06,0.125,0.6325,0.287531807
92518,2015,6.88,0.125,0.86,0.359683794
92518,2016,2.26,0.125,0.2825,-0.671511628
92518,2017,1.4,0.125,0.175,-0.380530973
92518,2018,0.928,0.125,0.116,-0.337142857
92518,2019,23.97,1,23.97,205.637931
92518,2020,11.01,1,11.01,-0.540675845
13524,2012,15.59,1,15.59,
13524,2013,23.57,1,23.57,0.511866581
13524,2014,23.74,1,23.74,0.007212558
13524,2015,16.02,1,16.02,-0.325189553
13524,2016,17,1,17,0.061173533
13524,2017,15.25,1,15.25,-0.102941176
13524,2018,7.15,1,7.15,-0.531147541
91136,2007,15,1,15,0.632208923
91136,2008,1.99,1,1.99,-0.867333333
91136,2009,3.1,1,3.1,0.557788945
91136,2010,1.66,1,1.66,-0.464516129
91136,2011,0.72,1,0.72,-0.56626506
91136,2012,1.01,1,1.01,0.402777778
91136,2013,1.23,1,1.23,0.217821782
91136,2014,1.03,1,1.03,-0.162601626
16825,2017,3.81,0.1667,0.635127,
16825,2018,1.58,0.1667,0.263386,-0.585301837
92467,2007,15,1,15,
92467,2008,9.66,1,9.66,-0.356
92467,2009,21.06,1,21.06,1.180124224
92467,2010,11.6,1,11.6,-0.449192783
92467,2011,6.65,1,6.65,-0.426724138
92467,2012,7.31,1,7.31,0.09924812
92467,2013,12.03,1,12.03,0.645690834
92467,2014,11.05,1,11.05,-0.081463009
92467,2015,4.17,1,4.17,-0.622624434
92467,2016,9.95,1,9.95,1.386091127
92467,2017,7.83,1,7.83,-0.213065327
92467,2018,4.29,1,4.29,-0.45210728
92467,2019,5.19,1,5.19,0.20979021
92467,2020,4.96,1,4.96,-0.044315992
92467,2021,3.77,1,3.77,-0.239919355
92504,2007,20,1,20,
92504,2008,1.8,1,1.8,-0.91
92535,2008,4.92,1,4.92,
92535,2009,1.15,1,1.15,-0.766260163
92535,2010,0.81,1,0.81,-0.295652174
92535,2011,0.87,1,0.87,0.074074074
92535,2012,1.62,1,1.62,0.862068966
92535,2013,1.16,1,1.16,-0.283950617
92535,2014,0.72,1,0.72,-0.379310345
92469,2008,14.87,1,14.87,
92469,2009,20.14,1,20.14,0.354404842
92469,2010,24.97,1,24.97,0.239821251
92469,2011,20.94,1,20.94,-0.161393672
92469,2012,34.22,1,34.22,0.634192932
92469,2013,49.72,1,49.72,0.45295149
92469,2014,52.5,1,52.5,0.055913113
92469,2015,39.11,1,39.11,-0.255047619
92469,2016,51.39,1,51.39,0.313986193
92469,2017,59.9,1,59.9,0.16559642
92469,2018,36.72,1,36.72,-0.386978297
92469,2019,43.31,1,43.31,0.179466231
92469,2020,21.19,1,21.19,-0.51073655
92526,2008,0.15,1,0.15,
92550,2008,11.2,1.6667,18.66704,
92550,2009,16.77,1.6667,27.950559,0.497321429
92550,2010,21.05,1.6667,35.084035,0.255217651
92550,2011,27.7,1.6667,46.16759,0.315914489
92550,2012,35.25,1.6667,58.751175,0.272563177
92550,2013,39.22,1.6667,65.367974,0.112624113
92550,2014,41.87,1.6667,69.784729,0.067567568
92550,2015,37.91,1.6667,63.184597,-0.094578457
92550,2016,33.47,1.1111,37.188517,-0.411430653
92550,2017,44.81,1.1111,49.788391,0.338810875
92550,2018,34.53,1.1111,38.366283,-0.229413077
92550,2019,49.99,1.1111,55.543889,0.447726615
92550,2020,49.4,1,49.4,-0.110613231
92522,2008,13.37,1,13.37,
92522,2009,12.99,1,12.99,-0.02842184
92522,2010,17.67,1,17.67,0.360277136
13561,2012,10.4,1,10.4,
13561,2013,16.897,1,16.897,0.624711538
13561,2014,18.85,1,18.85,0.115582648
13561,2015,22.6399,1,22.6399,0.201055703
13561,2016,28,1,28,0.236754579
13561,2017,34.0234,1,34.0234,0.215121429
13561,2018,32.55,1,32.55,-0.04330549
13561,2019,36,1,36,0.105990783
13561,2020,31.75,1,31.75,-0.118055556
13561,2021,44,1,44,0.385826772
12755,2011,3.3,1,3.3,
12755,2012,1.23,1,1.23,-0.627272727
12755,2013,0.81,1,0.81,-0.341463415
12755,2014,0.16,1,0.16,-0.802469136
92917,2009,8.09,0.1,0.809,
92917,2010,2.31,0.1,0.231,-0.714462299
92917,2011,0.68,0.1,0.068,-0.705627706
92917,2012,2.16,1,2.16,30.76470588
92917,2013,9.44,1,9.44,3.37037037
92917,2014,5.39,1,5.39,-0.429025424
92917,2015,2.08,1,2.08,-0.614100186
92917,2016,4.045,1,4.045,0.944711538
92917,2017,2.72,1,2.72,-0.327564895
92917,2018,1.3,1,1.3,-0.522058824
92917,2019,1.66,1,1.66,0.276923077
92917,2020,7.93,1,7.93,3.777108434
92917,2021,1.88,1,1.88,-0.762925599
92584,2008,9.0001,0.2,1.80002,
92584,2009,9.94,0.2,1.988,0.104432173
92549,2008,14.17,1,14.17,
92549,2009,23.8,1,23.8,0.679604799
92578,2008,9.0999,1,9.0999,
92565,2008,9.06,1,9.06,
92579,2008,8.91,1,8.91,
92544,2008,14.89,1,14.89,
92544,2009,15.91,1,15.91,0.068502351
92551,2007,11.95,1,11.95,
92551,2008,3.2,1,3.2,-0.732217573
92551,2009,7.29,1,7.29,1.278125
92546,2008,9.17,1,9.17,
92528,2008,2.18,0.25,0.545,
92528,2009,5.76,0.25,1.44,1.642201835
92528,2010,8.7,0.25,2.175,0.510416667
92528,2011,4.75,0.25,1.1875,-0.454022989
92528,2012,4.65,0.25,1.1625,-0.021052632
92528,2013,7.47,0.25,1.8675,0.606451613
92528,2014,10.38,0.25,2.595,0.389558233
92528,2015,5,0.25,1.25,-0.518304432
92528,2016,6.35,0.25,1.5875,0.27
92528,2017,4.8,0.25,1.2,-0.244094488
92528,2018,3.37,0.25,0.8425,-0.297916667
92528,2019,2.82,0.25,0.705,-0.163204748
92528,2020,1.51,0.25,0.3775,-0.464539007
92523,2008,9.25,2.4484,22.6477,
92523,2009,8.7,2.4484,21.30108,-0.059459459
92523,2010,11.79,2.4484,28.866636,0.355172414
92523,2011,12.45,2.4484,30.48258,0.055979644
92523,2012,16.78,2.4484,41.084152,0.347791165
92523,2013,22.58,2.4484,55.284872,0.345649583
92523,2014,11.22,1,11.22,-0.797051172
92523,2015,14.1,1,14.1,0.256684492
92523,2016,18.9,1,18.9,0.340425532
92523,2017,20.6,1,20.6,0.08994709
92523,2018,14.32,1,14.32,-0.304854369
92523,2019,20.09,1,20.09,0.402932961
92523,2020,14.91,1,14.91,-0.257839721
92527,2008,16.83,1,16.83,
92527,2009,33.25,1,33.25,0.97563874
92527,2010,39.01,1,39.01,0.173233083
92527,2011,45.72,1,45.72,0.172007178
92527,2012,39.71,1,39.71,-0.131452318
92527,2013,59.39,1,59.39,0.49559305
92527,2014,45.89,1,45.89,-0.227310995
92520,2007,8.86,1,8.86,
92520,2008,4.3,1,4.3,-0.514672686
92520,2009,4.03,1,4.03,-0.062790698
92520,2010,8,1,8,0.985111663
92520,2011,6.95,1,6.95,-0.13125
92520,2012,4,1,4,-0.424460432
92520,2013,3.98,1,3.98,-0.005
92520,2014,4.1,1,4.1,0.030150754
92520,2015,5.19,1,5.19,0.265853659
92520,2016,3.8,1,3.8,-0.267822736
92520,2017,4.62,1,4.62,0.215789474
92520,2018,0.92,1,0.92,-0.800865801
92520,2019,1.3609,1,1.3609,0.47923913
92520,2020,1.19,1,1.19,-0.125578661
12342,2010,14.06,1,14.06,
12342,2011,14.81,1,14.81,0.053342817
12342,2012,18.85,1,18.85,0.272788656
92613,2008,9.11,1,9.11,
92529,2008,9.17,1,9.17,
92529,2009,11.9401,1,11.9401,0.302082879
92529,2010,13.51,1,13.51,0.131481311
92529,2011,12.45,1,12.45,-0.0784604
92529,2012,14.18,1,14.18,0.138955823
92529,2013,13.61,1,13.61,-0.040197461
92529,2014,12.78,1,12.78,-0.06098457
92529,2015,13.02,1,13.02,0.018779343
92529,2016,13.7903,1,13.7903,0.059162826
48020,2008,0.98,1,0.98,-0.623076923
48020,2009,0.94,1,0.94,-0.040816327
48020,2010,0.92,1,0.92,-0.021276596
48020,2011,0.67,1,0.67,-0.27173913
48020,2012,0.3978,1,0.3978,-0.406268657
48020,2013,0.1801,1,0.1801,-0.54725993
84321,2008,1.15,0.25,0.2875,
84321,2009,0.65,0.25,0.1625,-0.434782609
84321,2010,2.65,1,2.65,15.30769231
92555,2008,9.25,1,9.25,
92555,2009,6.72,1,6.72,-0.273513514
92555,2010,8.5,1,8.5,0.264880952
92555,2011,7.85,1,7.85,-0.076470588
92555,2012,8.69,1,8.69,0.107006369
92555,2013,10.16,1,10.16,0.169159954
92555,2014,9.41,1,9.41,-0.073818898
92555,2015,12.43,1,12.43,0.320935175
92552,2007,7.69,1,7.69,
92552,2008,15.1,1,15.1,0.963589077
92552,2009,22.81,1,22.81,0.510596026
12499,2011,3.98,1,3.98,
12499,2012,7.56,1,7.56,0.899497487
92558,2008,6.68,1,6.68,
92558,2009,11.1,1,11.1,0.661676647
92558,2010,15.22,1,15.22,0.371171171
92558,2011,25.21,1,25.21,0.656373193
92558,2012,12.85,1,12.85,-0.490281634
91365,2009,7.71,1,7.71,7.290322581
91365,2010,4.48,1,4.48,-0.418936446
91365,2011,14.56,1,14.56,2.25
91365,2012,9.79,1,9.79,-0.32760989
91365,2013,21.2,1,21.2,1.165474974
91365,2014,31.16,1,31.16,0.469811321
91365,2015,26.45,1,26.45,-0.151155327
91365,2016,18.375,1,18.375,-0.305293006
91365,2017,32.23,1,32.23,0.754013605
91365,2018,32.34,1,32.34,0.003412969
91365,2019,42.93,1,42.93,0.327458256
91365,2020,31.55,1,31.55,-0.265082693
91365,2021,42.65,1,42.65,0.351822504
92687,2008,3.65,0.0001,0.000365,
92687,2009,3.23,0.0001,0.000323,-0.115068493
92687,2010,2.551,0.0001,0.0002551,-0.210216718
92687,2011,1.43,0.0001,0.000143,-0.439435515
92687,2012,0.7601,0.0001,7.60E-05,-0.468461538
92687,2013,3.02,0.0001,0.000302,2.973161426
92687,2014,0.4831,0.0001,4.83E-05,-0.840033113
92687,2015,0.63,0.0017,0.001071,21.16932312
92687,2016,0.2405,0.0333,0.00800865,6.477731092
92687,2017,1.48,1,1.48,183.8001848
92687,2018,0.524,1,0.524,-0.645945946
80452,2008,0.5,0.0125,0.00625,
80452,2009,0.441,0.0125,0.0055125,-0.118
80452,2010,3.3,0.2,0.66,118.7278912
80452,2011,1.24,0.2,0.248,-0.624242424
80452,2012,0.77,0.2,0.154,-0.379032258
80452,2013,0.54,0.2,0.108,-0.298701299
80452,2014,0.88,1,0.88,7.148148148
92614,2008,20.88,1,20.88,
92614,2009,22.41,1,22.41,0.073275862
92614,2010,25.29,1,25.29,0.128514056
92614,2011,31.86,1,31.86,0.259786477
92614,2012,37.13,1,37.13,0.165411174
92614,2013,42.26,1,42.26,0.13816321
92614,2014,53.3,1,53.3,0.261239943
92614,2015,59.75,1,59.75,0.121013133
92614,2016,72.36,1,72.36,0.211046025
92614,2017,91.49,1,91.49,0.264372582
92614,2018,90.77,1,90.77,-0.007869713
92614,2019,122.85,1,122.85,0.353420734
92614,2020,153.47,1,153.47,0.249247049
92614,2021,188.86,1,188.86,0.230598814
12392,2010,5.37,1,5.37,
12392,2011,6.2,1,6.2,0.154562384
12392,2012,5.2,1,5.2,-0.161290323
12392,2013,16.78,1,16.78,2.226923077
12392,2014,32.25,1,32.25,0.92193087
12392,2015,112.97,1,112.97,2.502945736
92587,2008,24.65,1,24.65,
92587,2009,5.94,1,5.94,-0.759026369
92587,2010,4.68,1,4.68,-0.212121212
92587,2011,2.37,1,2.37,-0.493589744
92587,2012,2.28,1,2.28,-0.037974684
92587,2013,7.94,1,7.94,2.48245614
92587,2014,10.03,1,10.03,0.263224181
92587,2015,11.68,1,11.68,0.164506481
92587,2016,22.35,1,22.35,0.913527397
92587,2017,29.9,1,29.9,0.337807606
92587,2018,59.72,1,59.72,0.997324415
92587,2019,46.3,1,46.3,-0.224715338
92596,2008,9,1,9,
17324,2017,4.74,1,4.74,
17324,2018,2.48,1,2.48,-0.476793249
17324,2019,1.82,1,1.82,-0.266129032
17324,2020,2.9,1,2.9,0.593406593
87392,2007,5.13,1,5.13,-0.396470588
87392,2008,1.41,1,1.41,-0.725146199
16974,2018,0.2624,0.005,0.001312,
16974,2019,1.89,0.0999,0.188811,142.9108232
16974,2020,1.42,0.0999,0.141858,-0.248677249
16974,2021,5.01,1,5.01,34.31700715
92615,2008,8.97,1,8.97,
92615,2009,10.53,1,10.53,0.173913043
19249,2020,5.29,1,5.29,
92611,2008,61.39,4,245.56,
92611,2009,69.11,4,276.44,0.12575338
92611,2010,74.26,4,297.04,0.074518883
92611,2011,85.72,4,342.88,0.15432265
92611,2012,134.28,4,537.12,0.566495567
92611,2013,191.1,4,764.4,0.423145666
92611,2014,213.37,4,853.48,0.116535845
92611,2015,69.66,1,69.66,-0.918381216
92611,2016,82.7,1,82.7,0.187194947
92611,2017,105.24,1,105.24,0.272551391
92611,2018,150.09,1,150.09,0.426168757
92611,2019,172.01,1,172.01,0.146045706
92611,2020,199.97,1,199.97,0.162548689
92611,2021,222.75,1,222.75,0.113917088
92590,2008,17.48,1,17.48,
92592,2008,17.48,1,17.48,
92648,2008,10.39,1,10.39,
92648,2009,12.04,1,12.04,0.158806545
92648,2010,18.41,1,18.41,0.529069767
92648,2011,28.48,1,28.48,0.546985334
92648,2012,40.35,1,40.35,0.416783708
92648,2013,63.69,1,63.69,0.578438662
92648,2014,51.57,1,51.57,-0.19029675
92648,2015,23.35,1,23.35,-0.547217374
92648,2016,35.93,1,35.93,0.53875803
92648,2017,39.62,1,39.62,0.102699694
92648,2018,20.9,1,20.9,-0.472488642
92648,2019,36.38,1,36.38,0.740669856
92648,2020,38.24,1,38.24,0.051126993
92648,2021,45.97,1,45.97,0.202144351
93427,2010,10.7,1,10.7,
93427,2011,24.28,1,24.28,1.269158879
93427,2012,12.55,1,12.55,-0.483113674
93427,2013,14,1,14,0.115537849
93427,2014,20.6,1,20.6,0.471428571
93427,2015,18.73,1,18.73,-0.090776699
93427,2016,37.12,1,37.12,0.981847304
93427,2017,42.66,1,42.66,0.14924569
93427,2018,36.89,1,36.89,-0.135255509
93427,2019,49.67,1,49.67,0.346435348
93427,2020,62.42,1,62.42,0.256694182
93427,2021,95.87,1,95.87,0.535885934
93040,2009,7.14,1,7.14,
93040,2010,6.91,1,6.91,-0.032212885
93040,2011,5.55,1,5.55,-0.196816208
93040,2012,6.25,1,6.25,0.126126126
93040,2013,7.61,1,7.61,0.2176
92588,2008,11.6,1,11.6,
92588,2009,10.46,1,10.46,-0.098275862
92588,2010,10.06,1,10.06,-0.038240918
92588,2011,16.56,1,16.56,0.64612326
92588,2012,15.01,1,15.01,-0.093599034
92588,2013,20.49,1,20.49,0.36508994
